order_id,customer_id,product_id,order_date,quantity,discount_pct,sales_amount,cost_amount,profit,order_status,month,month_name,year
O00842,C0263,P041,2025-09-10,3,0.15,1465.59,1088.97,376.62,Delivered,9,September,2025
O00843,C0108,P036,2025-05-06,8,0.0,522.56,426.08,96.48,Delivered,5,May,2025
O00844,C0074,P002,2025-06-26,12,0.1,5373.97,4224.36,1149.61,Delivered,6,June,2025
O00845,C0039,P029,2025-02-06,4,0.1,2256.08,1680.2,575.88,Delivered,2,February,2025
O00846,C0159,P004,2025-04-09,8,0.15,1578.08,1300.48,277.6,Delivered,4,April,2025
O00847,C0071,P001,2025-04-08,11,0.0,2597.54,1583.89,1013.65,Delivered,4,April,2025
O00848,C0241,P019,2025-05-07,1,0.25,543.71,445.73,97.98,Delivered,5,May,2025
O00849,C0298,P026,2025-06-17,3,0.2,702.82,676.26,26.56,Delivered,6,June,2025
O00850,C0036,P025,2025-03-21,6,0.05,2119.83,1668.9,450.93,Delivered,3,March,2025
O00851,C0084,P010,2025-10-21,15,0.15,2598.83,2215.05,383.78,Delivered,10,October,2025
O00852,C0263,P015,2025-11-29,15,0.1,1088.1,705.45,382.65,Cancelled,11,November,2025
O00853,C0172,P022,2025-05-06,9,0.1,1819.67,1198.98,620.69,Delivered,5,May,2025
O00854,C0173,P048,2025-12-09,2,0.05,424.59,355.0,69.59,Delivered,12,December,2025
O00855,C0047,P021,2025-11-06,11,0.1,5373.22,4061.2,1312.02,Delivered,11,November,2025
O00856,C0141,P022,2025-05-30,1,0.15,190.95,133.22,57.73,Cancelled,5,May,2025
O00857,C0118,P036,2025-01-16,15,0.1,881.82,798.9,82.92,Delivered,1,January,2025
O00858,C0277,P034,2025-01-28,10,0.1,4639.41,4237.9,401.51,Delivered,1,January,2025
O00859,C0214,P030,2025-06-22,3,0.15,1549.48,1134.03,415.45,Delivered,6,June,2025
O00860,C0220,P025,2025-02-15,4,0.15,1264.46,1112.6,151.86,Returned,2,February,2025
O00861,C0026,P045,2025-11-24,11,0.0,6025.14,4083.09,1942.05,Delivered,11,November,2025
O00862,C0009,P028,2025-08-24,5,0.2,811.0,866.35,-55.35,Delivered,8,August,2025
O00863,C0271,P001,2025-08-02,3,0.1,637.58,431.97,205.61,Delivered,8,August,2025
O00864,C0010,P049,2025-03-26,13,0.05,8327.85,5171.53,3156.32,Delivered,3,March,2025
O00865,C0121,P045,2025-10-09,10,0.0,5477.4,3711.9,1765.5,Delivered,10,October,2025
O00866,C0125,P004,2025-08-20,11,0.1,2297.49,1788.16,509.33,Delivered,8,August,2025
O00867,C0170,P007,2025-03-26,2,0.2,297.34,256.04,41.3,Delivered,3,March,2025
O00868,C0072,P049,2025-03-06,2,0.05,1281.21,795.62,485.59,Delivered,3,March,2025
O00869,C0152,P009,2025-05-14,7,0.15,2860.46,1991.57,868.89,Delivered,5,May,2025
O00870,C0208,P036,2025-05-31,9,0.0,587.88,479.34,108.54,Delivered,5,May,2025
O00871,C0049,P019,2025-04-25,10,0.1,6524.46,4457.3,2067.16,Delivered,4,April,2025
O00872,C0154,P001,2025-03-05,2,0.25,354.21,287.98,66.23,Delivered,3,March,2025
O00873,C0293,P010,2025-12-09,7,0.15,1212.79,1033.69,179.1,Delivered,12,December,2025
O00874,C0068,P036,2025-12-29,7,0.0,457.24,372.82,84.42,Delivered,12,December,2025
O00875,C0050,P009,2025-12-18,11,0.1,4759.42,3129.61,1629.81,Delivered,12,December,2025
O00876,C0152,P045,2025-06-07,7,0.0,3834.18,2598.33,1235.85,Delivered,6,June,2025
O00877,C0019,P046,2025-03-18,3,0.1,1080.97,923.13,157.84,Delivered,3,March,2025
O00878,C0100,P042,2025-05-26,12,0.15,1786.12,1328.28,457.84,Delivered,5,May,2025
O00879,C0060,P032,2025-12-09,7,0.15,627.61,544.81,82.8,Delivered,12,December,2025
O00880,C0167,P032,2025-08-13,1,0.0,105.48,77.83,27.65,Delivered,8,August,2025
O00881,C0202,P006,2025-11-09,10,0.2,3078.56,2407.3,671.26,Delivered,11,November,2025
O00882,C0146,P048,2025-04-13,1,0.1,201.12,177.5,23.62,Delivered,4,April,2025
O00883,C0164,P038,2025-12-13,5,0.05,2081.83,1345.75,736.08,Delivered,12,December,2025
O00884,C0242,P017,2025-10-28,15,0.1,1497.82,1231.95,265.87,Cancelled,10,October,2025
O00885,C0069,P010,2025-03-29,2,0.1,366.89,295.34,71.55,Delivered,3,March,2025
O00886,C0175,P050,2025-10-30,9,0.1,2330.29,1726.11,604.18,Cancelled,10,October,2025
O00887,C0049,P027,2025-06-17,15,0.1,4310.82,3000.45,1310.37,Delivered,6,June,2025
O00888,C0108,P050,2025-06-19,7,0.1,1812.45,1342.53,469.92,Cancelled,6,June,2025
O00889,C0226,P035,2025-05-15,4,0.0,676.56,408.08,268.48,Delivered,5,May,2025
O00890,C0161,P021,2025-02-19,4,0.15,1845.35,1476.8,368.55,Delivered,2,February,2025
O00891,C0119,P025,2025-12-06,2,0.1,669.42,556.3,113.12,Delivered,12,December,2025
O00892,C0149,P028,2025-12-13,5,0.0,1013.75,866.35,147.4,Delivered,12,December,2025
O00893,C0150,P047,2025-05-14,4,0.15,1141.35,989.2,152.15,Cancelled,5,May,2025
O00894,C0293,P015,2025-12-13,12,0.2,773.76,564.36,209.4,Delivered,12,December,2025
O00895,C0143,P004,2025-05-17,13,0.2,2413.53,2113.28,300.25,Delivered,5,May,2025
O00896,C0160,P029,2025-09-02,1,0.05,595.36,420.05,175.31,Cancelled,9,September,2025
O00897,C0011,P009,2025-04-19,12,0.0,5769.0,3414.12,2354.88,Delivered,4,April,2025
O00898,C0138,P027,2025-11-09,8,0.1,2299.1,1600.24,698.86,Delivered,11,November,2025
O00899,C0078,P026,2025-10-14,3,0.0,878.52,676.26,202.26,Delivered,10,October,2025
O00900,C0077,P019,2025-01-21,14,0.2,8119.33,6240.22,1879.11,Cancelled,1,January,2025
O00901,C0254,P028,2025-03-31,6,0.0,1216.5,1039.62,176.88,Delivered,3,March,2025
O00902,C0258,P017,2025-10-23,4,0.05,421.61,328.52,93.09,Delivered,10,October,2025
O00903,C0291,P043,2025-04-22,9,0.1,1175.31,850.95,324.36,Delivered,4,April,2025
O00904,C0263,P041,2025-10-28,7,0.05,3822.02,2540.93,1281.09,Delivered,10,October,2025
O00905,C0085,P042,2025-03-18,9,0.15,1339.59,996.21,343.38,Delivered,3,March,2025
O00906,C0146,P050,2025-06-26,10,0.1,2589.21,1917.9,671.31,Cancelled,6,June,2025
O00907,C0042,P020,2025-12-09,3,0.0,739.71,486.0,253.71,Cancelled,12,December,2025
O00908,C0125,P045,2025-05-28,1,0.05,520.35,371.19,149.16,Delivered,5,May,2025
O00909,C0167,P040,2025-04-11,5,0.1,489.02,422.0,67.02,Delivered,4,April,2025
O00910,C0241,P039,2025-09-03,3,0.0,1423.89,1148.34,275.55,Delivered,9,September,2025
O00911,C0280,P049,2025-04-27,6,0.1,3641.33,2386.86,1254.47,Delivered,4,April,2025
O00912,C0188,P023,2025-04-02,8,0.1,3677.11,2517.12,1159.99,Delivered,4,April,2025
O00913,C0019,P047,2025-01-28,11,0.15,3138.7,2720.3,418.4,Cancelled,1,January,2025
O00914,C0068,P032,2025-01-25,13,0.2,1096.99,1011.79,85.2,Delivered,1,January,2025
O00915,C0218,P047,2025-02-27,4,0.2,1074.21,989.2,85.01,Delivered,2,February,2025
O00916,C0102,P033,2025-10-24,5,0.2,2205.36,1678.1,527.26,Delivered,10,October,2025
O00917,C0042,P046,2025-05-14,5,0.0,2001.8,1538.55,463.25,Delivered,5,May,2025
O00918,C0288,P005,2025-11-27,4,0.0,1095.6,823.24,272.36,Delivered,11,November,2025
O00919,C0167,P043,2025-09-06,4,0.05,551.38,378.2,173.18,Delivered,9,September,2025
O00920,C0109,P048,2025-02-07,4,0.2,715.1,710.0,5.1,Cancelled,2,February,2025
O00921,C0036,P034,2025-03-16,4,0.25,1546.47,1695.16,-148.69,Cancelled,3,March,2025
O00922,C0232,P040,2025-05-22,4,0.2,347.74,337.6,10.14,Delivered,5,May,2025
O00923,C0229,P011,2025-11-18,5,0.0,2007.75,1360.15,647.6,Cancelled,11,November,2025
O00924,C0164,P050,2025-06-17,2,0.2,460.3,383.58,76.72,Delivered,6,June,2025
O00925,C0073,P003,2025-09-16,2,0.1,258.84,208.98,49.86,Delivered,9,September,2025
O00926,C0136,P033,2025-12-21,9,0.0,4962.06,3020.58,1941.48,Delivered,12,December,2025
O00927,C0070,P011,2025-08-13,2,0.1,722.79,544.06,178.73,Delivered,8,August,2025
O00928,C0196,P016,2025-06-01,6,0.0,1539.36,1008.36,531.0,Cancelled,6,June,2025
O00929,C0269,P018,2025-01-19,2,0.1,115.31,103.86,11.45,Delivered,1,January,2025
O00930,C0049,P030,2025-05-26,5,0.05,2886.29,1890.05,996.24,Delivered,5,May,2025
O00931,C0130,P048,2025-08-29,4,0.1,804.49,710.0,94.49,Delivered,8,August,2025
O00932,C0005,P010,2025-12-10,12,0.1,2201.36,1772.04,429.32,Delivered,12,December,2025
O00933,C0027,P018,2025-08-25,7,0.2,358.74,363.51,-4.77,Delivered,8,August,2025
O00934,C0160,P038,2025-02-04,15,0.15,5588.07,4037.25,1550.82,Delivered,2,February,2025
O00935,C0149,P019,2025-07-09,7,0.1,4567.12,3120.11,1447.01,Delivered,7,July,2025
O00936,C0264,P036,2025-01-01,13,0.15,721.79,692.38,29.41,Delivered,1,January,2025
O00937,C0230,P013,2025-06-02,6,0.2,1679.28,1376.88,302.4,Delivered,6,June,2025
O00938,C0200,P046,2025-05-06,10,0.0,4003.6,3077.1,926.5,Delivered,5,May,2025
O00939,C0050,P003,2025-12-11,5,0.1,647.1,522.45,124.65,Delivered,12,December,2025
O00940,C0067,P010,2025-08-14,1,0.05,193.64,147.67,45.97,Delivered,8,August,2025
O00941,C0300,P038,2025-08-09,12,0.0,5259.36,3229.8,2029.56,Cancelled,8,August,2025
O00942,C0058,P001,2025-07-30,15,0.15,3010.78,2159.85,850.93,Delivered,7,July,2025
O00943,C0259,P027,2025-01-25,3,0.2,766.37,600.09,166.28,Delivered,1,January,2025
O00944,C0130,P046,2025-01-16,9,0.0,3603.24,2769.39,833.85,Delivered,1,January,2025
O00945,C0215,P008,2025-07-01,15,0.15,1213.42,1107.15,106.27,Delivered,7,July,2025
O00946,C0172,P046,2025-11-25,14,0.2,4484.03,4307.94,176.09,Delivered,11,November,2025
O00947,C0258,P042,2025-05-09,1,0.2,140.09,110.69,29.4,Delivered,5,May,2025
O00948,C0102,P017,2025-02-11,5,0.05,527.01,410.65,116.36,Delivered,2,February,2025
O00949,C0209,P009,2025-12-02,2,0.2,769.2,569.02,200.18,Delivered,12,December,2025
O00950,C0291,P006,2025-08-24,4,0.05,1462.32,962.92,499.4,Delivered,8,August,2025
O00951,C0286,P043,2025-12-26,14,0.1,1828.26,1323.7,504.56,Delivered,12,December,2025
O00952,C0116,P025,2025-02-03,14,0.0,5206.6,3894.1,1312.5,Delivered,2,February,2025
O00953,C0264,P039,2025-12-11,11,0.0,5220.93,4210.58,1010.35,Delivered,12,December,2025
O00954,C0150,P049,2025-02-14,1,0.15,573.17,397.81,175.36,Delivered,2,February,2025
O00955,C0300,P028,2025-05-14,3,0.1,547.43,519.81,27.62,Delivered,5,May,2025
O00956,C0036,P033,2025-01-21,10,0.05,5237.73,3356.2,1881.53,Delivered,1,January,2025
O00957,C0287,P037,2025-05-02,7,0.0,3304.14,2379.86,924.28,Delivered,5,May,2025
O00958,C0208,P009,2025-03-11,10,0.15,4086.38,2845.1,1241.28,Delivered,3,March,2025
O00959,C0106,P018,2025-12-18,15,0.0,960.9,778.95,181.95,Delivered,12,December,2025
O00960,C0158,P021,2025-12-27,3,0.15,1384.01,1107.6,276.41,Delivered,12,December,2025
O00961,C0121,P002,2025-02-17,4,0.0,1990.36,1408.12,582.24,Delivered,2,February,2025
O00962,C0055,P043,2025-02-08,2,0.0,290.2,189.1,101.1,Delivered,2,February,2025
O00963,C0012,P038,2025-10-14,3,0.05,1249.1,807.45,441.65,Delivered,10,October,2025
O00964,C0145,P040,2025-01-10,9,0.1,880.23,759.6,120.63,Delivered,1,January,2025
O00965,C0136,P036,2025-01-30,3,0.05,186.16,159.78,26.38,Delivered,1,January,2025
O00966,C0003,P050,2025-09-01,11,0.05,3006.36,2109.69,896.67,Delivered,9,September,2025
O00967,C0144,P043,2025-10-01,5,0.25,544.12,472.75,71.37,Delivered,10,October,2025
O00968,C0030,P037,2025-03-29,2,0.1,849.64,679.96,169.68,Delivered,3,March,2025
O00969,C0237,P015,2025-09-01,4,0.0,322.4,188.12,134.28,Delivered,9,September,2025
O00970,C0279,P028,2025-11-25,12,0.1,2189.7,2079.24,110.46,Delivered,11,November,2025
O00971,C0115,P018,2025-01-15,13,0.2,666.22,675.09,-8.87,Delivered,1,January,2025
O00972,C0104,P034,2025-01-04,7,0.05,3428.01,2966.53,461.48,Delivered,1,January,2025
O00973,C0118,P022,2025-07-10,14,0.0,3145.1,1865.08,1280.02,Delivered,7,July,2025
O00974,C0005,P011,2025-06-17,7,0.15,2389.22,1904.21,485.01,Delivered,6,June,2025
O00975,C0248,P013,2025-01-09,12,0.1,3778.38,2753.76,1024.62,Delivered,1,January,2025
O00976,C0121,P004,2025-04-19,3,0.1,626.59,487.68,138.91,Delivered,4,April,2025
O00977,C0286,P022,2025-05-17,5,0.0,1123.25,666.1,457.15,Cancelled,5,May,2025
O00978,C0149,P007,2025-06-03,1,0.0,185.84,128.02,57.82,Delivered,6,June,2025
O00979,C0084,P043,2025-07-28,10,0.1,1305.9,945.5,360.4,Delivered,7,July,2025
O00980,C0231,P024,2025-09-29,10,0.0,4319.9,3481.0,838.9,Delivered,9,September,2025
O00981,C0288,P004,2025-05-23,10,0.1,2088.63,1625.6,463.03,Delivered,5,May,2025
O00982,C0161,P028,2025-04-09,11,0.1,2007.22,1905.97,101.25,Delivered,4,April,2025
O00983,C0272,P015,2025-11-04,1,0.05,76.57,47.03,29.54,Delivered,11,November,2025
O00984,C0038,P001,2025-03-10,5,0.2,944.56,719.95,224.61,Delivered,3,March,2025
O00985,C0226,P003,2025-09-04,13,0.15,1588.99,1358.37,230.62,Delivered,9,September,2025
O00986,C0142,P014,2025-09-18,10,0.15,2606.78,2513.5,93.28,Delivered,9,September,2025
O00987,C0292,P038,2025-10-03,9,0.0,3944.52,2422.35,1522.17,Delivered,10,October,2025
O00988,C0151,P050,2025-03-20,1,0.0,287.69,191.79,95.9,Delivered,3,March,2025
O00989,C0114,P001,2025-05-26,1,0.1,212.53,143.99,68.54,Delivered,5,May,2025
O00990,C0237,P038,2025-04-21,4,0.0,1753.12,1076.6,676.52,Cancelled,4,April,2025
O00991,C0066,P038,2025-09-15,4,0.25,1314.84,1076.6,238.24,Cancelled,9,September,2025
O00992,C0258,P021,2025-04-03,2,0.0,1085.5,738.4,347.1,Delivered,4,April,2025
O00993,C0249,P048,2025-01-13,9,0.1,1810.11,1597.5,212.61,Delivered,1,January,2025
O00994,C0180,P029,2025-09-17,14,0.05,8334.98,5880.7,2454.28,Cancelled,9,September,2025
O00995,C0190,P005,2025-04-19,9,0.1,2218.59,1852.29,366.3,Delivered,4,April,2025
O00996,C0154,P049,2025-11-26,13,0.0,8766.16,5171.53,3594.63,Delivered,11,November,2025
O00997,C0196,P010,2025-07-08,13,0.1,2384.81,1919.71,465.1,Delivered,7,July,2025
O00998,C0262,P028,2025-04-05,2,0.05,385.22,346.54,38.68,Delivered,4,April,2025
O00999,C0143,P021,2025-04-15,14,0.2,6078.8,5168.8,910.0,Delivered,4,April,2025
O01000,C0101,P050,2025-01-08,9,0.0,2589.21,1726.11,863.1,Delivered,1,January,2025
O01001,C0244,P007,2025-03-08,15,0.2,2230.08,1920.3,309.78,Delivered,3,March,2025
O01002,C0012,P003,2025-07-10,6,0.15,733.38,626.94,106.44,Delivered,7,July,2025
O01003,C0239,P045,2025-09-13,8,0.05,4162.82,2969.52,1193.3,Delivered,9,September,2025
O01004,C0049,P047,2025-01-09,10,0.15,2853.36,2473.0,380.36,Delivered,1,January,2025
O01005,C0042,P020,2025-04-27,13,0.0,3205.41,2106.0,1099.41,Delivered,4,April,2025
O01006,C0166,P019,2025-09-24,15,0.25,8155.58,6685.95,1469.63,Delivered,9,September,2025
O01007,C0082,P035,2025-04-09,13,0.1,1978.94,1326.26,652.68,Delivered,4,April,2025
O01008,C0291,P004,2025-10-25,4,0.05,881.87,650.24,231.63,Delivered,10,October,2025
O01009,C0158,P005,2025-06-13,2,0.05,520.41,411.62,108.79,Delivered,6,June,2025
O01010,C0216,P001,2025-05-21,2,0.0,472.28,287.98,184.3,Delivered,5,May,2025
O01011,C0158,P004,2025-09-25,9,0.25,1566.47,1463.04,103.43,Delivered,9,September,2025
O01012,C0134,P012,2025-02-06,1,0.0,153.47,90.6,62.87,Delivered,2,February,2025
O01013,C0067,P027,2025-03-15,12,0.15,3257.06,2400.36,856.7,Delivered,3,March,2025
O01014,C0007,P042,2025-03-14,7,0.1,1103.19,774.83,328.36,Delivered,3,March,2025
O01015,C0014,P023,2025-11-04,11,0.2,4494.25,3461.04,1033.21,Delivered,11,November,2025
O01016,C0073,P025,2025-07-18,14,0.0,5206.6,3894.1,1312.5,Delivered,7,July,2025
O01017,C0163,P021,2025-05-10,3,0.1,1465.42,1107.6,357.82,Cancelled,5,May,2025
O01018,C0066,P024,2025-09-03,3,0.1,1166.37,1044.3,122.07,Delivered,9,September,2025
O01019,C0130,P025,2025-11-08,2,0.15,632.23,556.3,75.93,Delivered,11,November,2025
O01020,C0206,P045,2025-03-01,14,0.0,7668.36,5196.66,2471.7,Delivered,3,March,2025
O01021,C0276,P046,2025-10-06,10,0.0,4003.6,3077.1,926.5,Cancelled,10,October,2025
O01022,C0256,P032,2025-04-13,6,0.0,632.88,466.98,165.9,Delivered,4,April,2025
O01023,C0266,P032,2025-10-23,13,0.15,1165.55,1011.79,153.76,Delivered,10,October,2025
O01024,C0025,P005,2025-11-16,10,0.0,2739.0,2058.1,680.9,Delivered,11,November,2025
O01025,C0281,P036,2025-12-07,2,0.1,117.58,106.52,11.06,Delivered,12,December,2025
O01026,C0253,P046,2025-05-31,10,0.0,4003.6,3077.1,926.5,Delivered,5,May,2025
O01027,C0289,P042,2025-06-06,15,0.2,2101.32,1660.35,440.97,Delivered,6,June,2025
O01028,C0164,P049,2025-07-25,4,0.2,2157.82,1591.24,566.58,Delivered,7,July,2025
O01029,C0095,P042,2025-06-28,10,0.1,1575.99,1106.9,469.09,Delivered,6,June,2025
O01030,C0270,P039,2025-07-16,9,0.05,4058.09,3445.02,613.07,Delivered,7,July,2025
O01031,C0110,P016,2025-08-11,9,0.0,2309.04,1512.54,796.5,Delivered,8,August,2025
O01032,C0238,P033,2025-03-30,6,0.0,3308.04,2013.72,1294.32,Delivered,3,March,2025
O01033,C0025,P049,2025-10-14,13,0.05,8327.85,5171.53,3156.32,Returned,10,October,2025
O01034,C0141,P021,2025-10-03,4,0.15,1845.35,1476.8,368.55,Delivered,10,October,2025
O01035,C0117,P009,2025-08-24,7,0.1,3028.72,1991.57,1037.15,Delivered,8,August,2025
O01036,C0025,P006,2025-07-02,14,0.2,4309.98,3370.22,939.76,Delivered,7,July,2025
O01037,C0079,P045,2025-07-28,1,0.05,520.35,371.19,149.16,Delivered,7,July,2025
O01038,C0068,P035,2025-05-10,12,0.15,1725.23,1224.24,500.99,Delivered,5,May,2025
O01039,C0173,P039,2025-06-02,4,0.1,1708.67,1531.12,177.55,Delivered,6,June,2025
O01040,C0012,P022,2025-01-13,5,0.1,1010.92,666.1,344.82,Delivered,1,January,2025
O01041,C0288,P041,2025-05-02,8,0.05,4368.02,2903.92,1464.1,Returned,5,May,2025
O01042,C0128,P005,2025-12-25,12,0.1,2958.12,2469.72,488.4,Delivered,12,December,2025
O01043,C0096,P042,2025-08-08,2,0.1,315.2,221.38,93.82,Delivered,8,August,2025
O01044,C0092,P023,2025-04-16,12,0.15,5209.24,3775.68,1433.56,Delivered,4,April,2025
O01045,C0141,P017,2025-03-11,5,0.2,443.8,410.65,33.15,Delivered,3,March,2025
O01046,C0031,P012,2025-07-14,6,0.05,874.78,543.6,331.18,Delivered,7,July,2025
O01047,C0020,P023,2025-07-05,5,0.0,2553.55,1573.2,980.35,Delivered,7,July,2025
O01048,C0146,P016,2025-04-09,15,0.1,3463.56,2520.9,942.66,Delivered,4,April,2025
O01049,C0160,P003,2025-03-23,13,0.1,1682.46,1358.37,324.09,Delivered,3,March,2025
O01050,C0043,P030,2025-03-16,9,0.0,5468.76,3402.09,2066.67,Delivered,3,March,2025
O01051,C0254,P022,2025-12-06,10,0.15,1909.52,1332.2,577.32,Delivered,12,December,2025
O01052,C0130,P009,2025-07-11,1,0.25,360.56,284.51,76.05,Delivered,7,July,2025
O01053,C0060,P029,2025-11-21,14,0.2,7018.93,5880.7,1138.23,Delivered,11,November,2025
O01054,C0151,P047,2025-08-02,3,0.0,1007.07,741.9,265.17,Delivered,8,August,2025
O01055,C0287,P037,2025-11-11,14,0.2,5286.62,4759.72,526.9,Delivered,11,November,2025
O01056,C0005,P023,2025-11-14,2,0.15,868.21,629.28,238.93,Delivered,11,November,2025
O01057,C0266,P013,2025-05-24,12,0.1,3778.38,2753.76,1024.62,Delivered,5,May,2025
O01058,C0130,P032,2025-08-04,13,0.1,1234.12,1011.79,222.33,Delivered,8,August,2025
O01059,C0267,P046,2025-12-27,3,0.15,1020.92,923.13,97.79,Delivered,12,December,2025
O01060,C0178,P047,2025-11-20,10,0.1,3021.21,2473.0,548.21,Delivered,11,November,2025
O01061,C0253,P048,2025-01-15,9,0.05,1910.67,1597.5,313.17,Delivered,1,January,2025
O01062,C0056,P023,2025-08-05,13,0.1,5975.31,4090.32,1884.99,Delivered,8,August,2025
O01063,C0083,P045,2025-02-04,14,0.1,6901.52,5196.66,1704.86,Delivered,2,February,2025
O01064,C0099,P017,2025-07-02,9,0.0,998.55,739.17,259.38,Delivered,7,July,2025
O01065,C0149,P040,2025-09-27,10,0.2,869.36,844.0,25.36,Delivered,9,September,2025
O01066,C0156,P021,2025-12-24,2,0.15,922.68,738.4,184.28,Delivered,12,December,2025
O01067,C0190,P002,2025-04-10,14,0.1,6269.63,4928.42,1341.21,Delivered,4,April,2025
O01068,C0263,P037,2025-01-07,3,0.0,1416.06,1019.94,396.12,Delivered,1,January,2025
O01069,C0080,P006,2025-01-30,14,0.1,4848.73,3370.22,1478.51,Delivered,1,January,2025
O01070,C0252,P044,2025-11-01,4,0.0,594.04,379.24,214.8,Delivered,11,November,2025
O01071,C0097,P018,2025-05-24,9,0.0,576.54,467.37,109.17,Delivered,5,May,2025
O01072,C0260,P030,2025-04-21,3,0.1,1640.63,1134.03,506.6,Delivered,4,April,2025
O01073,C0260,P022,2025-08-20,13,0.1,2628.4,1731.86,896.54,Delivered,8,August,2025
O01074,C0103,P033,2025-06-28,7,0.1,3473.44,2349.34,1124.1,Delivered,6,June,2025
O01075,C0040,P030,2025-03-13,12,0.0,7291.68,4536.12,2755.56,Delivered,3,March,2025
O01076,C0273,P017,2025-07-29,3,0.1,299.57,246.39,53.18,Delivered,7,July,2025
O01077,C0101,P043,2025-08-08,7,0.0,1015.7,661.85,353.85,Delivered,8,August,2025
O01078,C0221,P032,2025-03-21,7,0.25,553.77,544.81,8.96,Delivered,3,March,2025
O01079,C0124,P042,2025-03-24,9,0.1,1418.39,996.21,422.18,Delivered,3,March,2025
O01080,C0231,P014,2025-02-11,2,0.15,521.36,502.7,18.66,Delivered,2,February,2025
O01081,C0178,P010,2025-09-30,13,0.05,2517.3,1919.71,597.59,Delivered,9,September,2025
O01082,C0063,P047,2025-07-10,6,0.0,2014.14,1483.8,530.34,Cancelled,7,July,2025
O01083,C0116,P036,2025-06-22,9,0.25,440.91,479.34,-38.43,Delivered,6,June,2025
O01084,C0191,P034,2025-01-07,12,0.05,5876.59,5085.48,791.11,Delivered,1,January,2025
O01085,C0062,P009,2025-06-04,15,0.1,6490.12,4267.65,2222.47,Delivered,6,June,2025
O01086,C0256,P042,2025-01-10,12,0.1,1891.19,1328.28,562.91,Cancelled,1,January,2025
O01087,C0007,P028,2025-02-03,15,0.0,3041.25,2599.05,442.2,Returned,2,February,2025
O01088,C0155,P011,2025-02-05,2,0.15,682.64,544.06,138.58,Delivered,2,February,2025
O01089,C0092,P014,2025-01-06,2,0.1,552.02,502.7,49.32,Delivered,1,January,2025
O01090,C0014,P039,2025-08-03,13,0.05,5861.68,4976.14,885.54,Delivered,8,August,2025
O01091,C0229,P047,2025-05-14,14,0.0,4699.66,3462.2,1237.46,Delivered,5,May,2025
O01092,C0086,P019,2025-10-12,5,0.0,3624.7,2228.65,1396.05,Delivered,10,October,2025
O01093,C0133,P015,2025-05-06,10,0.2,644.8,470.3,174.5,Delivered,5,May,2025
O01094,C0183,P028,2025-12-03,10,0.15,1723.38,1732.7,-9.32,Delivered,12,December,2025
O01095,C0062,P024,2025-06-23,12,0.0,5183.88,4177.2,1006.68,Delivered,6,June,2025
O01096,C0219,P008,2025-06-01,10,0.0,951.7,738.1,213.6,Delivered,6,June,2025
O01097,C0246,P043,2025-11-27,8,0.15,986.68,756.4,230.28,Delivered,11,November,2025
O01098,C0230,P009,2025-01-26,11,0.1,4759.42,3129.61,1629.81,Delivered,1,January,2025
O01099,C0079,P047,2025-04-25,15,0.1,4531.82,3709.5,822.32,Delivered,4,April,2025
O01100,C0149,P033,2025-10-11,9,0.05,4713.96,3020.58,1693.38,Delivered,10,October,2025
O01101,C0138,P033,2025-03-16,2,0.0,1102.68,671.24,431.44,Delivered,3,March,2025
O01102,C0065,P019,2025-06-15,5,0.15,3081.0,2228.65,852.35,Delivered,6,June,2025
O01103,C0013,P003,2025-07-08,14,0.25,1509.9,1462.86,47.04,Delivered,7,July,2025
O01104,C0213,P010,2025-03-19,7,0.0,1426.81,1033.69,393.12,Delivered,3,March,2025
O01105,C0242,P040,2025-03-31,15,0.1,1467.04,1266.0,201.04,Delivered,3,March,2025
O01106,C0213,P047,2025-06-25,6,0.1,1812.73,1483.8,328.93,Delivered,6,June,2025
O01107,C0181,P042,2025-01-21,6,0.1,945.59,664.14,281.45,Delivered,1,January,2025
O01108,C0173,P001,2025-02-23,7,0.05,1570.33,1007.93,562.4,Delivered,2,February,2025
O01109,C0160,P029,2025-07-03,3,0.15,1598.06,1260.15,337.91,Delivered,7,July,2025
O01110,C0164,P050,2025-12-25,13,0.1,3365.97,2493.27,872.7,Delivered,12,December,2025
O01111,C0188,P034,2025-08-10,3,0.1,1391.82,1271.37,120.45,Delivered,8,August,2025
O01112,C0191,P013,2025-11-11,10,0.05,3323.58,2294.8,1028.78,Delivered,11,November,2025
O01113,C0256,P001,2025-11-24,9,0.0,2125.26,1295.91,829.35,Delivered,11,November,2025
O01114,C0183,P034,2025-06-28,14,0.0,7216.86,5933.06,1283.8,Delivered,6,June,2025
O01115,C0117,P029,2025-10-03,8,0.15,4261.49,3360.4,901.09,Delivered,10,October,2025
O01116,C0282,P048,2025-04-22,5,0.0,1117.35,887.5,229.85,Cancelled,4,April,2025
O01117,C0196,P047,2025-08-12,6,0.15,1712.02,1483.8,228.22,Delivered,8,August,2025
O01118,C0034,P013,2025-08-02,11,0.05,3655.93,2524.28,1131.65,Delivered,8,August,2025
O01119,C0052,P048,2025-02-28,12,0.1,2413.48,2130.0,283.48,Delivered,2,February,2025
O01120,C0112,P049,2025-11-23,10,0.1,6068.88,3978.1,2090.78,Cancelled,11,November,2025
O01121,C0252,P029,2025-04-19,1,0.05,595.36,420.05,175.31,Delivered,4,April,2025
O01122,C0082,P039,2025-06-06,10,0.0,4746.3,3827.8,918.5,Delivered,6,June,2025
